HourOfCall,IncidentGroup,NumStationsWithPumpsAttending,NumPumpsAttending,PumpCount,PumpHoursRoundUp,Notional Cost (£)
20,Fire,1,1,1,1,333
9,Special Service,1,1,1,1,333
0,Special Service,1,1,1,1,333
17,Special Service,1,1,1,2,666
13,False Alarm,1,1,1,1,333
14,Special Service,1,1,1,1,333
18,Special Service,1,1,1,1,333
11,Special Service,1,1,1,1,333
14,Fire,2,2,2,1,333
6,False Alarm,2,2,2,1,333
10,Special Service,1,1,1,1,333
21,Special Service,1,1,1,1,333
18,False Alarm,1,2,2,1,333
13,Special Service,1,1,1,1,333
19,False Alarm,2,2,2,1,333
15,False Alarm,1,1,1,1,333
20,False Alarm,2,2,2,1,333
9,False Alarm,1,1,1,1,333
19,False Alarm,1,1,1,1,333
4,Special Service,1,1,1,1,333
14,Fire,1,1,1,1,333
23,False Alarm,1,2,2,1,333
12,False Alarm,1,1,1,1,333
14,False Alarm,1,1,1,1,333
7,False Alarm,1,2,2,2,666
0,False Alarm,1,1,1,1,333
12,Special Service,1,1,1,1,333
20,False Alarm,1,1,1,1,333
8,False Alarm,2,2,2,1,333
16,Fire,2,2,2,1,333
13,Fire,1,1,1,1,333
1,Special Service,1,1,1,1,333
7,False Alarm,2,2,2,1,333
16,False Alarm,1,2,2,1,333
20,Fire,3,4,4,1,333
6,False Alarm,4,5,5,1,333
15,Special Service,1,1,1,1,333
9,False Alarm,1,1,1,1,333
4,False Alarm,1,1,1,1,333
1,Special Service,1,1,1,1,333
17,Special Service,1,1,1,1,333
18,False Alarm,1,1,1,1,333
10,False Alarm,1,1,1,1,333
10,False Alarm,1,2,2,1,333
3,Special Service,1,1,1,2,666
12,False Alarm,1,1,1,1,333
16,False Alarm,1,1,1,1,333
18,Special Service,1,2,2,2,666
22,Special Service,1,1,1,2,666
7,False Alarm,1,1,1,1,333
14,False Alarm,2,3,3,1,333
14,False Alarm,2,2,2,1,333
20,False Alarm,1,1,1,1,333
15,Special Service,1,1,1,1,333
23,Fire,1,1,1,1,333
9,False Alarm,1,1,1,1,333
9,Fire,2,2,2,1,333
20,Fire,1,1,1,1,333
6,Special Service,2,2,2,1,333
22,Special Service,1,1,1,2,666
22,Fire,1,1,1,1,333
15,False Alarm,1,1,1,1,333
21,Special Service,1,1,1,1,333
20,Special Service,1,1,1,1,333
7,False Alarm,1,1,1,1,333
2,False Alarm,2,2,2,1,333
19,False Alarm,1,1,1,1,333
8,False Alarm,1,1,1,1,333
16,Special Service,1,1,1,1,333
10,False Alarm,1,1,1,1,333
7,False Alarm,1,2,2,1,333
16,False Alarm,2,2,2,1,333
22,False Alarm,1,1,1,1,333
11,False Alarm,1,1,1,1,333
11,False Alarm,1,1,1,1,333
6,Special Service,1,1,1,1,333
19,Special Service,1,1,1,1,333
2,Special Service,1,1,1,1,333
7,False Alarm,1,1,1,1,333
10,Special Service,1,1,1,1,333
20,False Alarm,2,2,2,1,333
16,False Alarm,2,2,2,1,333
10,False Alarm,2,2,2,1,333
21,Special Service,1,1,1,1,333
20,False Alarm,2,4,4,1,333
9,Special Service,1,1,1,1,333
13,Special Service,2,2,2,2,666
18,False Alarm,2,2,2,1,333
12,False Alarm,2,2,2,1,333
15,Special Service,1,1,1,1,333
8,False Alarm,3,5,5,1,333
16,Special Service,1,1,1,1,333
23,Special Service,1,1,1,1,333
15,Special Service,1,1,1,1,333
16,False Alarm,1,2,2,1,333
9,False Alarm,2,2,2,1,333
23,Special Service,1,1,2,1,333
0,Fire,1,1,1,1,333
22,False Alarm,2,2,2,1,333
15,Special Service,1,1,1,1,333
15,Special Service,3,4,4,1,333
18,False Alarm,1,1,1,1,333
0,Fire,1,1,1,1,333
14,False Alarm,1,1,1,1,333
14,False Alarm,1,1,1,1,333
16,False Alarm,1,2,2,1,333
13,False Alarm,2,2,2,1,333
20,False Alarm,2,2,2,1,333
18,False Alarm,2,2,2,1,333
17,Special Service,1,1,1,1,333
2,Special Service,1,1,1,1,333
14,False Alarm,2,2,2,1,333
2,False Alarm,2,3,3,2,666
14,False Alarm,1,1,1,1,333
6,Fire,1,2,2,3,999
10,False Alarm,1,1,1,1,333
9,False Alarm,1,1,1,1,333
1,False Alarm,1,1,1,1,333
15,Fire,1,2,2,2,666
20,Special Service,2,2,2,1,333
18,Fire,1,1,1,1,333
14,False Alarm,1,1,1,1,333
16,Fire,1,1,1,1,333
16,False Alarm,3,3,3,1,333
14,False Alarm,1,1,1,1,333
14,False Alarm,1,1,1,1,333
12,False Alarm,4,5,5,2,666
13,False Alarm,1,1,1,1,333
1,False Alarm,1,2,2,1,333
9,False Alarm,1,1,1,1,333
11,False Alarm,1,2,2,1,333
7,False Alarm,1,1,1,1,333
16,Special Service,1,1,1,1,333
13,Special Service,1,1,1,1,333
23,False Alarm,3,5,5,2,666
8,Fire,1,2,2,1,333
2,Special Service,1,1,1,1,333
8,False Alarm,1,2,2,1,333
1,Fire,1,1,1,2,666
12,Special Service,1,1,1,1,333
22,Fire,1,2,2,1,333
9,False Alarm,2,3,3,1,333
2,False Alarm,3,3,3,3,999
21,Special Service,1,1,1,1,333
0,Special Service,1,1,1,1,333
11,False Alarm,2,2,2,1,333
10,False Alarm,1,1,1,1,333
19,Special Service,1,1,1,1,333
16,False Alarm,1,2,2,1,333
17,False Alarm,3,3,3,1,333
15,False Alarm,1,2,2,1,333
12,False Alarm,1,1,1,1,333
9,False Alarm,1,1,1,1,333
20,Fire,2,2,2,3,999
17,Special Service,1,1,1,1,333
19,Fire,1,1,1,1,333
2,False Alarm,1,1,1,1,333
3,False Alarm,4,5,5,2,666
0,Special Service,1,1,1,1,333
14,Special Service,1,1,1,1,333
13,False Alarm,4,4,4,1,333
18,False Alarm,1,1,1,1,333
17,Special Service,1,1,1,1,333
8,False Alarm,1,1,1,1,333
14,Special Service,1,1,1,1,333
19,False Alarm,1,2,2,1,333
17,False Alarm,1,2,2,1,333
18,False Alarm,1,2,2,1,333
23,Fire,1,1,2,1,333
18,False Alarm,2,2,2,1,333
10,Fire,1,2,2,1,333
9,False Alarm,1,1,1,1,333
19,False Alarm,4,5,5,1,333
20,False Alarm,1,1,1,1,333
19,False Alarm,1,1,1,1,333
23,False Alarm,1,2,2,1,333
9,Special Service,1,1,1,1,333
11,False Alarm,1,2,2,1,333
15,False Alarm,2,2,2,2,666
18,Special Service,1,1,1,1,333
17,Special Service,1,1,1,1,333
16,Special Service,1,1,1,3,999
0,False Alarm,1,1,1,1,333
20,False Alarm,1,1,1,1,333
10,False Alarm,3,3,3,1,333
14,Special Service,1,1,1,1,333
16,Fire,2,3,3,2,666
16,False Alarm,1,1,1,1,333
15,Special Service,2,2,2,2,666
20,False Alarm,2,2,2,1,333
21,Fire,1,1,1,1,333
9,False Alarm,1,1,1,1,333
11,False Alarm,1,1,1,1,333
17,Fire,1,1,1,1,333
14,False Alarm,1,1,1,1,333
15,False Alarm,1,1,1,1,333
20,False Alarm,2,2,2,1,333
22,False Alarm,1,2,2,1,333
18,Special Service,1,1,1,1,333
8,Special Service,1,1,1,1,333
1,Special Service,1,1,1,1,339
11,False Alarm,1,1,1,1,339
1,False Alarm,1,2,2,1,339
13,False Alarm,2,2,2,1,339
16,False Alarm,2,2,2,1,339
10,False Alarm,2,2,2,1,339
1,False Alarm,1,1,1,1,339
10,False Alarm,1,1,1,1,339
19,False Alarm,2,2,2,1,339
20,Special Service,1,1,1,1,339
9,False Alarm,1,1,1,1,339
13,False Alarm,1,2,2,1,339
14,False Alarm,2,2,2,2,678
13,False Alarm,1,1,1,1,339
12,Fire,3,3,3,2,678
19,False Alarm,2,2,2,1,339
0,Special Service,2,2,2,1,339
9,False Alarm,1,1,1,1,339
18,False Alarm,2,3,3,1,339
23,Fire,1,1,1,1,339
11,False Alarm,2,2,2,1,339
16,Special Service,1,2,2,1,339
12,False Alarm,1,1,1,1,339
21,Special Service,1,1,1,1,339
13,Special Service,1,1,1,1,339
19,False Alarm,1,1,1,1,339
8,Fire,1,1,1,2,678
22,Special Service,1,1,1,1,339
10,False Alarm,1,2,2,1,339
6,Fire,2,2,2,2,678
18,False Alarm,1,1,1,1,339
21,False Alarm,1,1,1,1,339
17,Special Service,1,1,1,2,678
12,False Alarm,1,1,1,1,339
16,False Alarm,1,3,3,1,339
2,Special Service,1,1,1,1,339
8,False Alarm,1,1,1,1,339
21,Special Service,1,1,1,1,339
21,False Alarm,1,2,2,1,339
9,False Alarm,1,1,1,1,339
8,False Alarm,1,1,1,1,339
15,Special Service,1,1,1,1,339
9,False Alarm,1,1,1,1,339
5,False Alarm,1,2,2,1,339
15,Special Service,1,1,1,1,339
12,False Alarm,1,1,1,1,339
14,False Alarm,1,2,2,1,339
1,Fire,1,1,1,1,339
21,False Alarm,3,5,5,2,678
20,Fire,1,1,1,1,339
12,False Alarm,4,4,4,1,339
21,Fire,1,2,2,1,339
19,False Alarm,1,1,1,1,339
1,False Alarm,1,1,1,1,339
11,False Alarm,2,2,2,1,339
23,False Alarm,2,2,2,1,339
12,False Alarm,1,1,1,1,339
5,False Alarm,1,1,1,1,339
9,False Alarm,2,2,2,1,339
20,Special Service,1,1,1,1,339
19,Fire,2,2,2,1,339
17,False Alarm,1,1,1,1,339
20,Special Service,1,1,1,1,339
14,False Alarm,2,2,3,1,339
9,Special Service,1,1,1,2,678
21,False Alarm,1,1,1,1,339
20,Special Service,1,1,1,1,339
18,Special Service,1,1,1,1,339
11,Special Service,1,1,1,1,339
11,False Alarm,1,1,1,1,339
12,Special Service,1,1,1,1,339
18,False Alarm,1,1,1,1,339
12,False Alarm,1,1,1,1,339
22,Fire,3,5,5,2,678
11,False Alarm,1,1,1,1,339
15,Special Service,1,1,1,1,339
9,Special Service,1,1,1,1,339
22,False Alarm,2,3,3,1,339
20,False Alarm,1,2,2,1,339
17,Special Service,1,1,2,2,678
10,False Alarm,1,1,1,1,339
19,False Alarm,1,1,1,1,339
23,Special Service,1,1,1,1,339
22,False Alarm,2,2,2,1,339
14,Special Service,1,1,1,2,678
16,Fire,2,2,2,2,678
13,Fire,1,1,1,1,339
16,False Alarm,2,2,2,1,339
3,False Alarm,2,2,2,1,339
10,False Alarm,1,1,1,1,339
17,Special Service,1,1,1,1,339
0,False Alarm,1,1,1,1,339
12,False Alarm,1,2,2,1,339
14,False Alarm,2,2,1,1,339
8,Special Service,1,1,1,1,339
22,False Alarm,4,5,5,2,678
13,False Alarm,1,2,2,1,339
14,Fire,2,2,2,1,339
9,Special Service,1,1,1,1,339
22,Fire,1,1,1,1,339
15,Fire,2,2,3,2,678
20,Fire,1,1,1,1,339
1,Fire,1,2,2,1,339
9,False Alarm,1,1,1,1,339
13,Fire,1,1,1,1,339
11,False Alarm,1,1,1,1,339
12,Fire,2,2,2,1,339
14,False Alarm,2,2,2,1,339
19,Special Service,1,1,1,1,339
7,False Alarm,1,2,2,1,339
0,False Alarm,1,2,2,1,339
22,False Alarm,1,1,1,1,339
15,Special Service,1,1,1,1,339
16,Fire,1,1,1,1,339
13,Special Service,1,1,1,1,339
16,Fire,1,1,1,1,339
13,False Alarm,2,2,2,1,339
21,False Alarm,1,1,1,1,339
13,False Alarm,2,2,2,1,339
14,Special Service,1,1,1,1,339
17,False Alarm,2,3,3,1,339
12,False Alarm,1,1,2,1,339
18,Special Service,1,1,1,1,339
17,False Alarm,1,1,1,1,339
13,False Alarm,2,2,2,1,339
14,Fire,2,2,2,2,678
4,Fire,1,1,1,1,339
12,Special Service,1,1,1,1,339
23,Special Service,1,1,1,1,339
12,Special Service,1,1,1,1,339
20,False Alarm,5,5,5,2,678
5,False Alarm,1,1,1,1,339
0,Special Service,1,1,1,1,339
9,False Alarm,1,1,1,1,339
6,False Alarm,1,1,1,1,339
12,False Alarm,1,1,1,1,339
21,Special Service,1,1,1,1,339
5,Fire,1,1,1,1,339
8,False Alarm,1,2,2,1,339
11,False Alarm,1,1,1,1,339
17,False Alarm,1,1,1,1,339
19,Special Service,1,1,1,1,339
12,Special Service,1,1,1,1,339
19,Special Service,1,1,1,2,678
19,False Alarm,1,1,1,1,339
15,False Alarm,1,1,1,1,339
23,False Alarm,1,1,1,1,339
20,False Alarm,1,1,1,1,339
0,Special Service,1,2,2,1,339
19,Special Service,1,1,1,1,339
16,Special Service,1,2,2,1,339
7,False Alarm,1,1,1,1,339
16,Fire,4,5,5,2,678
18,False Alarm,2,2,2,1,339
12,False Alarm,1,1,1,1,339
10,Special Service,1,2,2,1,339
23,False Alarm,1,1,1,1,339
4,False Alarm,2,2,2,2,678
16,Special Service,1,1,1,1,339
12,Special Service,1,1,1,1,339
14,False Alarm,1,1,1,1,339
14,Fire,1,1,1,1,339
14,Special Service,1,1,1,1,339
20,Special Service,1,1,1,2,678
22,Special Service,1,1,1,1,339
17,Special Service,1,1,1,1,339
19,Fire,1,1,1,2,678
12,Special Service,1,1,1,1,339
14,Special Service,1,1,2,2,678
13,Special Service,1,1,1,1,339
18,False Alarm,1,1,1,1,339
3,False Alarm,2,2,2,1,339
1,False Alarm,2,2,2,1,339
5,Special Service,1,1,1,1,339
20,False Alarm,2,3,3,1,339
2,Fire,1,1,1,1,339
19,Special Service,1,1,1,1,339
10,False Alarm,2,2,2,1,339
12,False Alarm,2,2,2,1,339
10,Fire,2,2,2,2,678
2,Special Service,1,1,1,1,339
15,Fire,1,1,1,1,339
0,Special Service,1,1,1,1,339
22,False Alarm,1,1,1,1,339
23,Fire,2,2,2,1,339
14,Fire,1,1,1,1,339
12,False Alarm,1,2,2,1,339
17,False Alarm,2,2,2,1,339
16,Fire,1,1,1,2,678
19,False Alarm,1,1,1,1,339
11,Special Service,1,1,1,1,339
16,False Alarm,1,1,1,1,339
15,Special Service,1,1,1,1,339
0,Special Service,1,1,1,1,339
18,False Alarm,2,2,2,1,339
23,False Alarm,1,1,1,1,339
5,Special Service,1,1,1,2,678
20,False Alarm,1,2,2,1,339
14,False Alarm,2,2,2,1,339
12,False Alarm,1,1,1,1,339
13,Special Service,1,1,1,1,339
22,Special Service,1,1,1,1,339
8,False Alarm,1,1,1,1,339
3,False Alarm,2,2,2,1,339
11,Special Service,1,1,1,1,339
16,False Alarm,1,1,1,1,339
2,Fire,1,1,1,1,339
0,False Alarm,2,2,2,1,339
19,Fire,1,2,2,2,678
16,Special Service,1,1,1,1,339
13,False Alarm,1,1,1,1,339
7,False Alarm,2,2,2,1,339
14,Special Service,1,1,1,1,339
10,Fire,2,2,2,1,339
17,Special Service,1,1,1,2,678
21,False Alarm,2,2,2,2,678
14,Fire,2,2,2,1,339
18,Fire,1,1,1,1,339
18,False Alarm,2,2,2,1,339
14,Special Service,1,1,1,1,339
11,False Alarm,5,5,5,2,678
18,False Alarm,1,2,2,1,339
11,False Alarm,2,2,2,1,339
9,False Alarm,1,1,1,1,339
20,False Alarm,1,1,1,1,339
15,False Alarm,1,1,1,1,339
15,Fire,1,1,1,1,339
7,False Alarm,1,2,2,1,339
9,Special Service,1,1,1,1,339
6,Special Service,1,1,1,1,339
22,Fire,2,2,2,1,339
16,Special Service,1,1,1,1,339
14,Special Service,1,1,1,1,339
8,False Alarm,1,1,1,1,339
10,Fire,3,3,3,2,678
18,Special Service,1,1,1,1,339
6,Special Service,1,1,1,1,339
20,Special Service,1,1,1,1,339
18,False Alarm,1,1,1,1,339
11,False Alarm,2,2,2,1,339
17,Fire,2,2,2,2,678
14,False Alarm,2,2,2,1,339
19,False Alarm,1,1,1,1,339
15,False Alarm,1,1,1,1,339
22,Fire,1,1,1,1,339
11,Fire,1,1,1,1,339
11,False Alarm,1,2,2,1,339
20,False Alarm,4,5,5,2,678
19,False Alarm,1,1,1,1,339
12,False Alarm,1,1,1,1,339
15,Special Service,1,1,1,1,339
4,False Alarm,2,2,2,1,339
19,False Alarm,2,2,2,1,339
14,Special Service,2,2,1,1,339
14,False Alarm,2,2,2,1,339
17,Special Service,1,1,1,1,339
9,Special Service,1,1,1,1,339
13,False Alarm,1,2,2,1,339
8,False Alarm,1,1,1,1,339
23,Fire,1,1,1,1,339
2,False Alarm,1,2,2,1,339
5,Special Service,1,1,1,1,339
9,False Alarm,1,1,1,1,339
2,False Alarm,4,5,5,2,678
22,False Alarm,2,2,2,1,339
12,False Alarm,1,1,1,1,339
16,False Alarm,1,1,1,1,339
20,Fire,1,2,2,1,339
14,False Alarm,1,1,1,1,339
23,False Alarm,1,1,1,1,339
1,False Alarm,1,1,1,1,339
22,Special Service,1,1,1,1,339
20,False Alarm,2,2,2,1,339
17,False Alarm,1,2,2,1,339
19,Special Service,1,1,1,1,339
19,False Alarm,2,2,2,1,339
18,False Alarm,2,2,2,1,339
17,False Alarm,1,1,1,1,339
11,Special Service,1,1,1,1,339
14,Special Service,1,1,1,1,339
10,Special Service,1,1,1,1,339
6,Special Service,1,1,1,1,339
18,Fire,4,5,5,2,678
11,False Alarm,1,2,2,1,339
17,False Alarm,1,1,1,1,339
9,False Alarm,2,2,2,1,339
6,False Alarm,1,1,1,1,339
21,Special Service,1,1,1,1,339
9,Fire,1,1,1,1,339
17,Special Service,1,1,1,1,339
11,False Alarm,1,2,2,1,339
2,Fire,1,1,1,1,339
11,False Alarm,1,2,2,1,339
10,False Alarm,1,2,2,1,339
0,False Alarm,1,1,1,1,339
22,Special Service,1,1,1,1,339
19,Special Service,1,2,2,2,678
6,Fire,1,1,1,1,339
2,Special Service,1,1,1,1,339
23,Special Service,1,1,1,1,339
15,False Alarm,2,2,2,1,339
20,Fire,2,2,2,1,339
8,False Alarm,1,2,2,1,339
19,Fire,1,1,1,1,339
6,False Alarm,3,5,5,2,678
21,False Alarm,2,2,2,1,339
5,False Alarm,1,2,2,1,339
18,Fire,1,1,1,1,339
0,False Alarm,2,2,2,1,339
22,Special Service,1,1,1,1,339
15,False Alarm,1,1,1,1,339
18,Special Service,NULL,NULL,1,2,678
15,False Alarm,1,1,1,1,339
19,False Alarm,1,1,1,1,339
17,Special Service,1,1,1,1,339
22,Special Service,1,1,1,1,339
1,Special Service,1,1,1,2,678
10,False Alarm,1,2,2,1,339
21,False Alarm,1,1,1,1,339
18,Special Service,1,1,1,1,339
1,False Alarm,1,1,1,1,339
2,False Alarm,3,4,4,2,678
18,Special Service,1,1,1,1,339
16,Special Service,2,2,2,1,339
2,False Alarm,1,2,2,1,339
14,Special Service,1,1,1,1,339
22,False Alarm,1,1,1,1,339
16,False Alarm,1,1,1,1,339
12,Special Service,1,1,1,2,678
10,False Alarm,4,5,5,2,678
20,Special Service,1,1,1,1,339
23,Special Service,1,1,1,1,339
5,Fire,1,2,2,2,678
17,Special Service,1,1,1,1,339
3,False Alarm,3,5,5,2,678
13,Special Service,1,1,1,1,339
14,False Alarm,2,2,2,1,339
14,False Alarm,1,1,1,1,339
5,False Alarm,1,2,2,1,339
2,Special Service,1,1,1,1,339
19,Special Service,1,1,1,1,339
10,False Alarm,2,2,2,1,339
16,False Alarm,1,2,2,1,339
14,False Alarm,2,2,2,1,339
12,Special Service,1,1,1,1,339
2,False Alarm,2,2,2,1,339
10,False Alarm,1,1,1,1,339
12,Special Service,1,1,1,1,339
15,Special Service,1,1,1,1,339
12,Fire,1,2,2,1,339
11,False Alarm,2,2,2,1,339
0,Special Service,1,1,1,1,339
16,Special Service,1,1,1,1,339
10,Special Service,1,1,1,1,339
20,Fire,1,2,2,2,678
17,Special Service,1,1,1,1,339
22,Special Service,1,1,1,1,339
13,False Alarm,1,1,1,1,339
11,False Alarm,1,1,1,1,339
21,False Alarm,1,1,1,1,339
23,False Alarm,2,2,2,1,339
1,False Alarm,1,1,1,1,339
21,Fire,2,2,2,2,678
11,False Alarm,1,1,1,1,339
15,False Alarm,2,2,2,1,339
17,False Alarm,2,2,2,1,339
9,False Alarm,1,2,2,1,339
22,False Alarm,1,1,1,1,339
19,False Alarm,2,2,2,1,339
10,False Alarm,1,1,1,1,339
6,False Alarm,2,2,2,1,339
10,False Alarm,1,1,1,1,339
2,Special Service,1,1,1,1,339
7,Special Service,1,1,1,1,339
17,False Alarm,1,2,2,1,339
17,False Alarm,1,2,2,1,339
10,False Alarm,2,2,2,1,339
20,False Alarm,3,5,5,1,339
11,False Alarm,1,1,1,1,339
21,Special Service,1,1,1,1,339
14,Fire,2,2,2,1,339
15,False Alarm,1,1,1,1,339
5,False Alarm,2,2,2,1,339
13,Special Service,1,1,1,1,339
13,Special Service,1,1,1,1,339
14,False Alarm,1,1,1,1,339
20,False Alarm,1,2,2,1,339
8,False Alarm,1,1,1,1,339
10,Special Service,1,1,1,1,339
15,Special Service,1,1,1,2,678
12,Fire,2,2,3,2,678
6,False Alarm,1,2,2,1,339
14,Special Service,1,1,1,2,678
20,False Alarm,1,2,2,1,339
9,False Alarm,1,1,1,1,339
16,Special Service,1,1,1,1,339
20,False Alarm,2,2,2,1,339
17,Special Service,1,1,1,2,678
19,False Alarm,3,3,3,1,339
14,False Alarm,1,2,2,1,339
6,False Alarm,1,1,1,1,339
11,False Alarm,2,2,2,1,339
14,Special Service,1,1,1,1,339
20,Special Service,1,1,1,1,339
22,False Alarm,1,1,1,1,339
8,Special Service,1,1,1,1,339
21,False Alarm,2,2,2,1,339
14,False Alarm,1,1,1,1,339
11,Special Service,1,1,1,2,678
12,Special Service,1,1,1,1,339
6,False Alarm,2,2,2,2,678
8,Special Service,1,1,1,1,339
0,False Alarm,2,2,2,1,339
14,False Alarm,1,2,2,1,339
11,False Alarm,1,1,1,1,339
20,False Alarm,1,1,1,1,339
19,False Alarm,3,4,4,1,339
14,False Alarm,2,2,2,1,339
20,Special Service,1,1,1,1,339
19,Fire,1,1,1,1,339
1,False Alarm,2,2,2,1,339
18,Special Service,1,1,1,1,339
15,Special Service,1,1,1,1,339
17,Special Service,1,1,1,1,339
9,False Alarm,1,1,1,1,339
21,False Alarm,1,1,1,1,339
17,Special Service,1,1,1,1,339
23,Fire,2,2,2,1,339
14,Fire,1,1,1,1,339
12,False Alarm,3,3,3,1,339
9,Special Service,1,1,1,1,339
16,Fire,2,2,2,1,339
22,False Alarm,2,2,2,1,339
8,False Alarm,1,2,2,2,678
19,False Alarm,1,1,1,1,339
21,False Alarm,1,1,1,1,339
18,False Alarm,2,3,3,1,339
14,Special Service,1,1,1,1,339
17,False Alarm,4,5,5,2,678
14,False Alarm,1,2,2,1,339
0,False Alarm,1,1,1,1,339
21,Fire,2,2,2,1,346
19,False Alarm,2,2,2,2,692
20,False Alarm,2,2,2,1,346
14,Fire,2,2,2,2,692
22,False Alarm,1,1,1,1,346
12,False Alarm,2,2,2,1,346
21,Special Service,1,1,1,1,346
9,False Alarm,2,3,3,1,346
11,False Alarm,4,5,5,1,346
4,Special Service,1,1,1,1,346
1,False Alarm,1,1,1,1,346
14,False Alarm,2,2,2,2,692
14,Fire,2,3,3,1,346
18,False Alarm,1,1,1,1,346
7,Special Service,1,1,1,1,346
17,Special Service,1,1,1,1,346
9,False Alarm,1,1,1,1,346
8,False Alarm,1,1,1,1,346
10,Fire,1,1,1,1,346
17,False Alarm,1,1,1,1,346
20,False Alarm,4,4,4,1,346
18,False Alarm,2,2,2,1,346
14,Fire,1,1,1,1,346
4,False Alarm,1,2,2,2,692
14,False Alarm,2,2,2,1,346
2,Special Service,1,1,1,1,346
17,False Alarm,1,1,1,1,346
9,False Alarm,1,1,1,1,346
20,False Alarm,1,1,1,1,346
0,False Alarm,1,1,1,1,346
12,False Alarm,1,1,1,1,346
1,False Alarm,1,1,1,1,346
17,Special Service,1,1,1,1,346
16,Special Service,1,1,1,1,346
21,False Alarm,2,3,3,1,346
20,False Alarm,2,2,2,1,346
11,False Alarm,1,2,2,1,346
21,Special Service,1,1,1,1,346
11,Fire,1,1,1,1,346
10,False Alarm,3,3,3,1,346
23,Special Service,1,1,1,1,346
16,False Alarm,1,2,2,2,692
19,Fire,1,1,1,1,346
13,False Alarm,4,5,5,2,692
16,False Alarm,1,1,1,1,346
20,False Alarm,1,2,2,1,346
9,False Alarm,1,1,1,1,346
17,False Alarm,3,4,4,1,346
16,False Alarm,2,3,3,1,346
13,False Alarm,1,1,1,1,346
16,False Alarm,2,2,2,1,346
5,False Alarm,1,2,2,1,346
14,False Alarm,1,1,1,1,346
6,Fire,1,1,1,1,346
9,False Alarm,1,1,1,1,346
18,False Alarm,3,5,5,2,692
17,Special Service,1,1,1,1,346
7,False Alarm,1,1,1,1,346
11,False Alarm,2,3,3,1,346
7,False Alarm,1,1,1,1,346
22,Special Service,1,1,1,1,346
1,Fire,1,1,1,1,346
6,False Alarm,1,1,1,1,346
19,Fire,1,1,1,1,346
9,Fire,1,1,1,1,346
16,Special Service,1,1,1,1,346
14,Fire,1,1,1,1,346
19,False Alarm,2,2,2,1,346
13,Special Service,1,1,1,1,346
12,False Alarm,2,2,2,1,346
2,Fire,1,1,2,2,692
10,False Alarm,1,1,1,1,346
18,False Alarm,1,1,1,1,346
12,Special Service,1,1,1,1,346
12,False Alarm,1,1,1,1,346
15,Fire,1,1,1,1,346
20,Special Service,1,1,1,1,346
0,Fire,1,1,1,1,346
7,Fire,1,2,2,1,346
16,False Alarm,1,1,1,1,346
12,False Alarm,2,2,2,1,346
8,False Alarm,1,1,1,1,346
17,Fire,1,1,1,1,346
8,False Alarm,1,1,1,1,346
9,False Alarm,1,1,2,1,346
13,Special Service,1,1,1,1,346
13,Fire,1,2,2,1,346
13,Special Service,2,2,2,2,692
20,Special Service,1,1,1,1,346
19,False Alarm,2,3,3,1,346
20,Fire,1,1,1,2,692
2,Special Service,1,1,1,1,346
9,Special Service,1,1,1,1,346
19,False Alarm,2,2,2,1,346
23,False Alarm,1,1,1,1,346
3,False Alarm,1,1,1,1,346
23,False Alarm,2,2,2,1,346
11,False Alarm,2,2,2,1,346
17,False Alarm,1,2,2,1,346
22,False Alarm,1,2,2,1,346
18,False Alarm,1,1,1,1,346
15,Fire,2,2,2,1,346
22,False Alarm,1,1,1,1,346
0,Special Service,1,1,1,1,346
2,Special Service,1,1,1,1,346
16,False Alarm,1,1,1,1,346
9,Fire,2,2,2,1,346
20,False Alarm,1,1,1,1,346
12,False Alarm,2,3,3,1,346
12,Special Service,1,1,1,2,692
18,False Alarm,4,5,5,1,346
7,Special Service,1,1,1,1,346
18,False Alarm,5,5,5,1,346
12,Special Service,1,1,1,1,346
23,Fire,1,1,1,1,346
17,False Alarm,1,1,1,1,346
21,Fire,2,2,2,2,692
18,False Alarm,2,2,2,1,346
21,False Alarm,2,2,2,1,346
21,False Alarm,1,1,1,1,346
22,Fire,1,1,1,1,346
7,False Alarm,2,2,2,1,346
23,False Alarm,1,1,1,1,346
9,False Alarm,1,1,1,1,346
20,Special Service,1,1,1,1,346
23,False Alarm,1,1,1,1,346
18,False Alarm,1,1,1,1,346
12,Fire,2,2,2,1,346
10,False Alarm,1,1,1,1,346
19,False Alarm,1,1,1,1,346
22,Fire,1,1,1,1,346
12,Special Service,1,2,2,2,692
18,False Alarm,2,2,2,1,346
14,Fire,1,1,1,1,346
18,False Alarm,2,2,2,1,346
13,False Alarm,2,2,2,1,346
9,Fire,2,2,2,1,346
12,False Alarm,2,3,3,1,346
17,Fire,1,2,2,1,346
11,False Alarm,1,1,1,1,346
2,Special Service,1,1,1,1,346
18,Special Service,1,1,1,2,692
15,False Alarm,1,1,1,1,346
18,False Alarm,2,2,2,1,346
19,Fire,1,1,1,1,346
2,False Alarm,1,2,2,1,346
16,False Alarm,1,1,1,1,346
22,Special Service,2,2,2,1,346
20,False Alarm,5,5,5,1,346
20,False Alarm,1,1,1,1,346
0,Special Service,1,1,1,1,346
16,Special Service,NULL,NULL,1,1,346
17,False Alarm,3,3,3,1,346
16,Special Service,1,1,1,1,346
13,False Alarm,2,2,2,2,692
15,False Alarm,2,2,2,1,346
12,Special Service,1,1,1,1,346
4,False Alarm,1,2,2,1,346
